;linha;sistema;onibus;noturna;trilhos;metro;cptm;linha_trilho;linha1;linha2;linha3;linha4;linha5;linha6;linha7;linha8;linha9;linha10;linha11;linha12;linha13;linha14;linha15;preemb;area;area1;area2;area3;area4;area5;area6;area7;area8;
1309;BFI - Baltazar Fidelis - CPTM L7;trilhos;0;0;1;0;1;Linha 7;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['BFI - Baltazar Fidelis - CPTM L7'],label='BFI - Baltazar Fidelis - CPTM L7')
1310;BFU - Barra Funda - CPTM L8;trilhos;0;0;1;0;1;Linha 7;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['BFU - Barra Funda - CPTM L8'],label='BFU - Barra Funda - CPTM L8')
1311;BFU -Barra Funda - METRO L3;trilhos;0;0;1;1;0;Linha 3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['BFU -Barra Funda - METRO L3'],label='BFU -Barra Funda - METRO L3')
1312;BGA - Borba Gato - METRO L5;trilhos;0;0;1;1;0;Linha 5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['BGA - Borba Gato - METRO L5'],label='BGA - Borba Gato - METRO L5')
1313;BGD - Brigadeiro - METRO L2;trilhos;0;0;1;1;0;Linha 2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['BGD - Brigadeiro - METRO L2'],label='BGD - Brigadeiro - METRO L2')
1314;BRE - Bresser - METRO L3;trilhos;0;0;1;1;0;Linha 3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['BRE - Bresser - METRO L3'],label='BRE - Bresser - METRO L3')
1315;BRK - Brooklin - METRO L5;trilhos;0;0;1;1;0;Linha 5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['BRK - Brooklin - METRO L5'],label='BRK - Brooklin - METRO L5')
1316;BRR - Berrini - CPTM L9;trilhos;0;0;1;0;1;Linha 9;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['BRR - Berrini - CPTM L9'],label='BRR - Berrini - CPTM L9')
1317;BRU - Barueri - CPTM L8;trilhos;0;0;1;0;1;Linha 8;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['BRU - Barueri - CPTM L8'],label='BRU - Barueri - CPTM L8')
1318;BTJ - Botujuru - CPTM L7;trilhos;0;0;1;0;1;Linha 7;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['BTJ - Botujuru - CPTM L7'],label='BTJ - Botujuru - CPTM L7')
1319;BTO - Sao Bento - METRO L1;trilhos;0;0;1;1;0;Linha 1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['BTO - Sao Bento - METRO L1'],label='BTO - Sao Bento - METRO L1')
1320;BUT - Butanta - METRO L4;trilhos;0;0;1;1;0;Linha 4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['BUT - Butanta - METRO L4'],label='BUT - Butanta - METRO L4')
1321;CAI - Caieiras - CPTM L7;trilhos;0;0;1;0;1;Linha 7;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['CAI - Caieiras - CPTM L7'],label='CAI - Caieiras - CPTM L7')
1322;CAR - Carrao - METRO L3;trilhos;0;0;1;1;0;Linha 3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['CAR - Carrao - METRO L3'],label='CAR - Carrao - METRO L3')
1323;CDU - Carandiru - METRO L1;trilhos;0;0;1;1;0;Linha 1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['CDU - Carandiru - METRO L1'],label='CDU - Carandiru - METRO L1')
1324;CEA - Ceasa - CPTM L9;trilhos;0;0;1;0;1;Linha 9;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['CEA - Ceasa - CPTM L9'],label='CEA - Ceasa - CPTM L9')
1325;CEC - Sta. Cecilia - METRO L3;trilhos;0;0;1;1;0;Linha 3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['CEC - Sta. Cecilia - METRO L3'],label='CEC - Sta. Cecilia - METRO L3')
1326;CJD - Cidade Jardim - CPTM L9;trilhos;0;0;1;0;1;Linha 9;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['CJD - Cidade Jardim - CPTM L9'],label='CJD - Cidade Jardim - CPTM L9')
1327;CKB - Chacara Klabin - METRO L2;trilhos;0;0;1;1;0;Linha 2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['CKB - Chacara Klabin - METRO L2'],label='CKB - Chacara Klabin - METRO L2')
1328;CLI - Clinicas - METRO L2;trilhos;0;0;1;1;0;Linha 2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['CLI - Clinicas - METRO L2'],label='CLI - Clinicas - METRO L2')
1329;CLP - Campo Limpo Paulista - CPTM L7;trilhos;0;0;1;0;1;Linha 7;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['CLP - Campo Limpo Paulista - CPTM L7'],label='CLP - Campo Limpo Paulista - CPTM L7')
1330;CNS -Consolacao - METRO L2;trilhos;0;0;1;1;0;Linha 2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['CNS -Consolacao - METRO L2'],label='CNS -Consolacao - METRO L2')
1331;CON - Conceicao - METRO L1;trilhos;0;0;1;1;0;Linha 1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['CON - Conceicao - METRO L1'],label='CON - Conceicao - METRO L1')
1332;CPB - Carapicuiba - CPTM L8;trilhos;0;0;1;0;1;Linha 8;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['CPB - Carapicuiba - CPTM L8'],label='CPB - Carapicuiba - CPTM L8')
1333;CPL - Campo Limpo - METRO L5;trilhos;0;0;1;1;0;Linha 5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['CPL - Campo Limpo - METRO L5'],label='CPL - Campo Limpo - METRO L5')
1334;CPR - Capao Redondo - METRO L5;trilhos;0;0;1;1;0;Linha 5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['CPR - Capao Redondo - METRO L5'],label='CPR - Capao Redondo - METRO L5')
1335;CPV -Capuava - CPTM L10;trilhos;0;0;1;0;1;Linha 10;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['CPV -Capuava - CPTM L10'],label='CPV -Capuava - CPTM L10')
1336;CSA - Com. Sampaio - CPTM L8;trilhos;0;0;1;0;1;Linha 8;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['CSA - Com. Sampaio - CPTM L8'],label='CSA - Com. Sampaio - CPTM L8')
1337;CT01-1;outros;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;sns.distplot(diaLinha['CT01-1'],label='CT01-1')
1338;CVN - Calmom Viana - CPTM L11;trilhos;0;0;1;0;1;Linha 11;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['CVN - Calmom Viana - CPTM L11'],label='CVN - Calmom Viana - CPTM L11')
1339;DEO - Marechal Deodoro - METRO L3;trilhos;0;0;1;1;0;Linha 3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['DEO - Marechal Deodoro - METRO L3'],label='DEO - Marechal Deodoro - METRO L3')
1340;DMO - Domingos de Morais - CPTM L8;trilhos;0;0;1;0;1;Linha 8;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['DMO - Domingos de Morais - CPTM L8'],label='DMO - Domingos de Morais - CPTM L8')
1341;DOB - Dom Bosco - CPTM L11;trilhos;0;0;1;0;1;Linha 11;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['DOB - Dom Bosco - CPTM L11'],label='DOB - Dom Bosco - CPTM L11')
1342;ECD - Eng. Cardoso - CPTM L8;trilhos;0;0;1;0;1;Linha 8;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['ECD - Eng. Cardoso - CPTM L8'],label='ECD - Eng. Cardoso - CPTM L8')
1343;EGL - Eng Goulart - CPTM L12;trilhos;0;0;1;0;1;Linha 12;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['EGL - Eng Goulart - CPTM L12'],label='EGL - Eng Goulart - CPTM L12')
1344;EMF - Manoel Feio - CPTM L12;trilhos;0;0;1;0;1;Linha 12;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['EMF - Manoel Feio - CPTM L12'],label='EMF - Manoel Feio - CPTM L12')
1345;ERM - Com. Ermelino - CPTM L12;trilhos;0;0;1;0;1;Linha 12;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['ERM - Com. Ermelino - CPTM L12'],label='ERM - Com. Ermelino - CPTM L12')
1346;EST - Estudantes - CPTM L11;trilhos;0;0;1;0;1;Linha 11;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['EST - Estudantes - CPTM L11'],label='EST - Estudantes - CPTM L11')
1347;FAL - Faria Lima - METRO L4;trilhos;0;0;1;1;0;Linha 4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['FAL - Faria Lima - METRO L4'],label='FAL - Faria Lima - METRO L4')
1348;FDR - Franco da Rocha - CPTM L7;trilhos;0;0;1;0;1;Linha 7;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['FDR - Franco da Rocha - CPTM L7'],label='FDR - Franco da Rocha - CPTM L7')
1349;FMO - Francisco Morato - CPTM L7;trilhos;0;0;1;0;1;Linha 7;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['FMO - Francisco Morato - CPTM L7'],label='FMO - Francisco Morato - CPTM L7')
1350;FRA - Fradique Coutinho - METRO L4;trilhos;0;0;1;1;0;Linha 4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['FRA - Fradique Coutinho - METRO L4'],label='FRA - Fradique Coutinho - METRO L4')
1351;FVC - Ferraz - CPTM L11;trilhos;0;0;1;0;1;Linha 11;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['FVC - Ferraz - CPTM L11'],label='FVC - Ferraz - CPTM L11')
1352;GBU - Anhangabau - METRO L3;trilhos;0;0;1;1;0;Linha 3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['GBU - Anhangabau - METRO L3'],label='GBU - Anhangabau - METRO L3')
1353;GGR - Giovanni Gronchi - METRO L5;trilhos;0;0;1;1;0;Linha 5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['GGR - Giovanni Gronchi - METRO L5'],label='GGR - Giovanni Gronchi - METRO L5')
1354;GJT - Granja Julieta - CPTM L9;trilhos;0;0;1;0;1;Linha 9;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['GJT - Granja Julieta - CPTM L9'],label='GJT - Granja Julieta - CPTM L9')
1355;GMC - Gal. Miguel Costa - CPTM L8;trilhos;0;0;1;0;1;Linha 8;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['GMC - Gal. Miguel Costa - CPTM L8'],label='GMC - Gal. Miguel Costa - CPTM L8')
1356;GPT - Guapituba - CPTM L10;trilhos;0;0;1;0;1;Linha 10;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['GPT - Guapituba - CPTM L10'],label='GPT - Guapituba - CPTM L10')
1357;GRA - Grajau - CPTM L9;trilhos;0;0;1;0;1;Linha 9;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['GRA - Grajau - CPTM L9'],label='GRA - Grajau - CPTM L9')
1358;GUA - Guaianazes - CPTM L11;trilhos;0;0;1;0;1;Linha 11;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['GUA - Guaianazes - CPTM L11'],label='GUA - Guaianazes - CPTM L11')
1359;HBR - Hebraica - CPTM L9;trilhos;0;0;1;0;1;Linha 9;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['HBR - Hebraica - CPTM L9'],label='HBR - Hebraica - CPTM L9')
1360;HNM - Higienópolis - Mackenzie - Linha 4;trilhos;0;0;1;1;0;Linha 4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['HNM - Higienópolis - Mackenzie - Linha 4'],label='HNM - Higienópolis - Mackenzie - Linha 4')
1361;ILE - Imperatriz Leopoldina - CPTM L8;trilhos;0;0;1;0;1;Linha 8;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['ILE - Imperatriz Leopoldina - CPTM L8'],label='ILE - Imperatriz Leopoldina - CPTM L8')
1362;IMG - Imigrantes - CiaPark - METRO L2;outros;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['IMG - Imigrantes - CiaPark - METRO L2'],label='IMG - Imigrantes - CiaPark - METRO L2')
1363;IMG - Imigrantes - METRO L2;trilhos;0;0;1;1;0;Linha 2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['IMG - Imigrantes - METRO L2'],label='IMG - Imigrantes - METRO L2')
1364;INT - Interlagos - CPTM L9;trilhos;0;0;1;0;1;Linha 9;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['INT - Interlagos - CPTM L9'],label='INT - Interlagos - CPTM L9')
1365;IPG - Ipiranga - CPTM L10;trilhos;0;0;1;0;1;Linha 10;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['IPG - Ipiranga - CPTM L10'],label='IPG - Ipiranga - CPTM L10')
1366;IPV - Itapevi - CPTM L8;trilhos;0;0;1;0;1;Linha 8;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['IPV - Itapevi - CPTM L8'],label='IPV - Itapevi - CPTM L8')
1367;IQC - Itaquaquecetuba - CPTM L12;trilhos;0;0;1;0;1;Linha 12;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['IQC - Itaquaquecetuba - CPTM L12'],label='IQC - Itaquaquecetuba - CPTM L12')
1368;ITI - Itaim Paulista - CPTM L12;trilhos;0;0;1;0;1;Linha 12;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['ITI - Itaim Paulista - CPTM L12'],label='ITI - Itaim Paulista - CPTM L12')
1369;ITQ - Corinthians Itaquera - CPTM L11;trilhos;0;0;1;0;1;Linha 11;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['ITQ - Corinthians Itaquera - CPTM L11'],label='ITQ - Corinthians Itaquera - CPTM L11')
1370;ITQ - Corinthians Itaquera - CiaPark - METRO L3;outros;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['ITQ - Corinthians Itaquera - CiaPark - METRO L3'],label='ITQ - Corinthians Itaquera - CiaPark - METRO L3')
1371;ITQ - Corinthians Itaquera - METRO L3;trilhos;0;0;1;1;0;Linha 3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['ITQ - Corinthians Itaquera - METRO L3'],label='ITQ - Corinthians Itaquera - METRO L3')
1372;JAB - Jabaquara - METRO L1;trilhos;0;0;1;1;0;Linha 1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['JAB - Jabaquara - METRO L1'],label='JAB - Jabaquara - METRO L1')
1373;JAG - Jaguare Villa Lobos - CPTM L9;trilhos;0;0;1;0;1;Linha 9;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['JAG - Jaguare Villa Lobos - CPTM L9'],label='JAG - Jaguare Villa Lobos - CPTM L9')
1374;JBE - Jardim Belval - CPTM L8;trilhos;0;0;1;0;1;Linha 8;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['JBE - Jardim Belval - CPTM L8'],label='JBE - Jardim Belval - CPTM L8')
1375;JBO - Jose Bonifacio - CPTM L11;trilhos;0;0;1;0;1;Linha 11;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['JBO - Jose Bonifacio - CPTM L11'],label='JBO - Jose Bonifacio - CPTM L11')
1376;JDI - Jandira - CPTM L8;trilhos;0;0;1;0;1;Linha 8;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['JDI - Jandira - CPTM L8'],label='JDI - Jandira - CPTM L8')
1377;JHE - Jardim Helena - CPTM L12;trilhos;0;0;1;0;1;Linha 12;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['JHE - Jardim Helena - CPTM L12'],label='JHE - Jardim Helena - CPTM L12')
1378;JPB - Jundiapeba - CPTM L11;trilhos;0;0;1;0;1;Linha 11;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['JPB - Jundiapeba - CPTM L11'],label='JPB - Jundiapeba - CPTM L11')
1379;JPR - Julio Prestes - CPTM L8;trilhos;0;0;1;0;1;Linha 8;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['JPR - Julio Prestes - CPTM L8'],label='JPR - Julio Prestes - CPTM L8')
1380;JQM - Sao Joaquim - METRO L1;trilhos;0;0;1;1;0;Linha 1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['JQM - Sao Joaquim - METRO L1'],label='JQM - Sao Joaquim - METRO L1')
1381;JRG - Jaragua - CPTM L7;trilhos;0;0;1;0;1;Linha 7;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['JRG - Jaragua - CPTM L7'],label='JRG - Jaragua - CPTM L7')
1382;JRO - Jardim Romano - CPTM L12;trilhos;0;0;1;0;1;Linha 12;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['JRO - Jardim Romano - CPTM L12'],label='JRO - Jardim Romano - CPTM L12')
1383;JSI - Jardim Silveira - CPTM L8;trilhos;0;0;1;0;1;Linha 8;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['JSI - Jardim Silveira - CPTM L8'],label='JSI - Jardim Silveira - CPTM L8')
1384;JSP - Jardim Sao Paulo - METRO L1;trilhos;0;0;1;1;0;Linha 1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['JSP - Jardim Sao Paulo - METRO L1'],label='JSP - Jardim Sao Paulo - METRO L1')
1385;JUD - Sao Judas - METRO L1;trilhos;0;0;1;1;0;Linha 1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['JUD - Sao Judas - METRO L1'],label='JUD - Sao Judas - METRO L1')
1386;JUN - Jundiai - CPTM L7;trilhos;0;0;1;0;1;Linha 7;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['JUN - Jundiai - CPTM L7'],label='JUN - Jundiai - CPTM L7')
1387;JUR - Jurubatuba - CPTM L9;trilhos;0;0;1;0;1;Linha 9;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['JUR - Jurubatuba - CPTM L9'],label='JUR - Jurubatuba - CPTM L9')
1388;LAB - Lapa - CPTM L8;trilhos;0;0;1;0;1;Linha 8;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['LAB - Lapa - CPTM L8'],label='LAB - Lapa - CPTM L8')
1389;LIB - Liberdade - METRO L1;trilhos;0;0;1;1;0;Linha 1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['LIB - Liberdade - METRO L1'],label='LIB - Liberdade - METRO L1')
1390;LPA - Lapa - CPTM L7;trilhos;0;0;1;0;1;Linha 7;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['LPA - Lapa - CPTM L7'],label='LPA - Lapa - CPTM L7')
1391;LTR - Largo Treze - METRO L5;trilhos;0;0;1;1;0;Linha 5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['LTR - Largo Treze - METRO L5'],label='LTR - Largo Treze - METRO L5')
1392;LUZ - Luz - CPTM;trilhos;0;0;1;0;1;Linha 7;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['LUZ - Luz - CPTM'],label='LUZ - Luz - CPTM')
1393;LUZ - Luz - METRO L1;trilhos;0;0;1;1;0;Linha 1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['LUZ - Luz - METRO L1'],label='LUZ - Luz - METRO L1')
1394;LUZ - Luz - METRO L4;trilhos;0;0;1;1;0;Linha 4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['LUZ - Luz - METRO L4'],label='LUZ - Luz - METRO L4')
1395;MAU - Maua - CPTM L10;trilhos;0;0;1;0;1;Linha 10;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['MAU - Maua - CPTM L10'],label='MAU - Maua - CPTM L10')
1396;MDC - Mogi das Cruzes - CPTM L11;trilhos;0;0;1;0;1;Linha 11;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['MDC - Mogi das Cruzes - CPTM L11'],label='MDC - Mogi das Cruzes - CPTM L11')
1397;MOC - Mooca - CPTM L10;trilhos;0;0;1;0;1;Linha 10;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['MOC - Mooca - CPTM L10'],label='MOC - Mooca - CPTM L10')
1398;MORRO DO INDIO (JD ANGELA) - 9919PR_5391;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['MORRO DO INDIO (JD ANGELA) - 9919PR_5391'],label='MORRO DO INDIO (JD ANGELA) - 9919PR_5391')
1399;MORRO DO INDIO (JD ANGELA) - 9919PR_707A;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['MORRO DO INDIO (JD ANGELA) - 9919PR_707A'],label='MORRO DO INDIO (JD ANGELA) - 9919PR_707A')
1400;MRB - Morumbi - CPTM L9;trilhos;0;0;1;0;1;Linha 9;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sns.distplot(diaLinha['MRB - Morumbi - CPTM L9'],label='MRB - Morumbi - CPTM L9')
1401;N101-11;onibus;1;1;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;sns.distplot(diaLinha['N101-11'],label='N101-11')
1402;N102-11;onibus;1;1;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;sns.distplot(diaLinha['N102-11'],label='N102-11')
1403;N103-11;onibus;1;1;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;sns.distplot(diaLinha['N103-11'],label='N103-11')
1404;N104-11;onibus;1;1;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;sns.distplot(diaLinha['N104-11'],label='N104-11')
